idioma,traduccion
Se casó con él.,She married him.
Ella le pellizcó.,She pinched him.
Lo retó.,She scolded him.
Lo abofeteó.,She slapped him.
Ella lo apuñaló.,She stabbed him.
Ella habla demasiado.,She talks a lot.
Ella lo ató.,She tied him up.
Se lo quitó.,She took it off.
Ella confiaba en ti.,She trusted you.
Ella estaba jadeando.,She was panting.
Ella se fue adentro.,She went inside.
Ella le despertó.,She woke him up.
Ella trabajó duro.,She worked hard.
Es brasileña.,She's Brazilian.
Ella es asertiva.,She's assertive.
Es guapa.,She's beautiful.
Ella es preciosa.,She's beautiful.
Ella está en peligro.,She's in danger.
Ella es mi hermana.,She's my sister.
Es mi hermana.,She's my sister.
Ella no es ninguna cantante.,She's no singer.
Ella no es cantante.,She's no singer.
Ella está a dieta.,She's on a diet.
Muéstrame el camino.,Show me the way.
Ten piedad de mí.,Show pity on me.
Tenga piedad de mí.,Show pity on me.
Tengan piedad de mí.,Show pity on me.
Muestra tus cartas.,Show your cards.
¡Cierra la boca!,Shut your mouth.
Siéntate derecho.,Sit up straight.
Siéntese recto.,Sit up straight.
Alguien llamó.,Somebody called.
Aquí hay alguien.,Somebody's here.
Hay alguno aquí.,Somebody's here.
Alguien tosió.,Someone coughed.
Que alguien me ayude.,Someone help me.
Alguien está allí.,Someone's there.
"Perdón, se me olvidó.","Sorry, I forgot."
"Lo siento, se me olvidó.","Sorry, I forgot."
¡Toca la alarma!,Sound the alarm!
Di lo que piensas.,Speak your mind.
Llegó la primavera.,Spring has come.
Ha llegado la primavera.,Spring has come.
La primavera llegó.,Spring has come.
La primavera ha llegado.,Spring has come.
Quédate a cenar.,Stay for supper.
¡Quedate en el auto!,Stay in the car.
¡Quédate en el auto!,Stay in the car.
Roba el dinero.,Steal the money.
No te entrometas.,Stop being nosy.
No seas cotilla.,Stop being nosy.
No marujees.,Stop being nosy.
Deja de hacer eso.,Stop doing that.
Para de hacer eso.,Stop doing that.
Párate aquí.,Stop right here.
Detente aquí.,Stop right here.
Párese aquí mismo.,Stop right here.
Párate aquí mismo.,Stop right here.
Dejad de reñiros.,Stop squabbling.
Ya basta de disputas.,Stop squabbling.
Detén ese camión.,Stop that truck.
Para a esa mujer.,Stop that woman.
Detén a esa señora.,Stop that woman.
Detenga a esa mujer.,Stop that woman.
Para de quejarte.,Stop whimpering.
Barre el piso.,Sweep the floor.
Lleva adentro a Tom.,Take Tom inside.
Tomá una aspirina.,Take an aspirin.
Cógelo todo.,Take everything.
Gracias por eso.,Thanks for that.
Gracias por esto.,Thanks for this.
Ese auto es de él.,That car is his.
Ese perro es grande.,That dog is big.
Ese perro brincó.,That dog jumped.
Ese perro saltó.,That dog jumped.
Esa perra brincó.,That dog jumped.
Esa perra saltó.,That dog jumped.
Esta es una mesa.,That is a table.
Ese es su coche.,That is her car.
Es su coche.,That is her car.
Ese es el carro de ella.,That is her car.
Ése es su coche.,That is his car.
Ese es su coche.,That is his car.
Eso es injusto.,That isn't fair.
Eso no es real.,That isn't real.
Tiene buen aspecto.,That looks good.
Ese hombre es Tomás.,That man is Tom.
Aquel hombre es Tomás.,That man is Tom.
Eso podría ayudar.,That might help.
Ese no era Tom.,That wasn't Tom.
Eso no va a funcionar.,That won't work.
Esa es una iglesia.,That's a church.
Esa es una pagoda.,That's a pagoda.
Eso es un alivio.,That's a relief.
Eso es más o menos todo.,That's about it.
Es adorable.,That's adorable.
Son malas noticias.,That's bad news.
Eso es una niñada.,That's childish.
Es dudoso.,That's doubtful.
Ese es mi vestido.,That's my dress.
Eso es mi culpa.,That's my fault.
Eso es absurdo.,That's nonsense.
Eso es injusto.,That's not fair.
Eso no es real.,That's not real.
Eso no es seguro.,That's not safe.
Esto no es verdad.,That's not true.
Esto no es cierto.,That's not true.
Eso no es cierto.,That's not true.
Es falso.,That's not true.
Eso no es verdad.,That's not true.
Eso es patético.,That's pathetic.
Eso es personal.,That's personal.
Eso es tan dulce.,That's so sweet.
Eso es terrible.,That's terrible.
Eso es la norma.,That's the rule.
Ahí está la madre del cordero.,That's the snag.
Es demasiado fácil.,That's too easy.
¡Eso es demasiado!,That's too much!
Eso es demasiado.,That's too much.
Eso es enorme.,That's very big.
Eso es muy grande.,That's very big.
Esa es muy grande.,That's very big.
Ese es muy grande.,That's very big.
Ese es tu trabajo.,That's your job.
El aire está húmedo.,The air is damp.
El niño es amable.,The boy is kind.
El niño es amable.,The boy is nice.
El autobús es lento.,The bus is slow.
El auto es azul.,The car is blue.
El coche es azul.,The car is blue.
La taza es preciosa.,The cup is nice.
La suerte está echada.,The die is cast.
El perro gruñó.,The dog growled.
El perro está muerto.,The dog is dead.
El perro es mío.,The dog is mine.
La puerta se abrió.,The door opened.
El motor se detuvo.,The engine died.
El fuego se extinguió.,The fire is out.
El lago es grande.,The lake is big.
Las hojas cayeron.,The leaves fell.
La luz está encendida.,The light is on.
La luz está prendida.,The light is on.
El hombre se sonrojó.,The man blushed.
Se ve la luna.,The moon is out.
La red es enorme.,The net is huge.
La paga es buena.,The pay is good.
Se cortó la luz.,The power's out.
El radar se rompió.,The radar broke.
La radio está encendida.,The radio is on.
La habitación está calurosa.,The room is hot.
Hace calor en la habitación.,The room is hot.
El mar es azul.,The sea is blue.
El cielo es azul.,The sky is blue.
El soldado corrió.,The soldier ran.
La sopa está fría.,The soup's cold.
La verdad duele.,The truth hurts.
Los dos se rieron.,The two laughed.
Las dos se rieron.,The two laughed.
El pozo está seco.,The well is dry.
Hay reglas.,There are rules.
Ahí viene ella.,There she comes.
Hay una mesa.,There's a table.
No hay cura.,There's no cure.
No hay comida.,There's no food.
No hay prisa.,There's no rush.
No hay sal.,There's no salt.
No hay tiempo.,There's no time.
¡Ahí viene nuestro bus!,There's our bus.
Ahí está nuestro bus.,There's our bus.
Estos son de Tom.,These are Tom's.
Estos son pájaros.,These are birds.
Éstos son geniales.,These are great.
Éstos son estupendos.,These are great.
Lo hicieron todos.,They all did it.
Todos hablaron.,They all talked.
Todos charlaron.,They all talked.
Ellos son actores.,They are actors.
Son melones.,They are melons.
Ellos son pilotos.,They are pilots.
Son lindos.,They are pretty.
Ellas son lindas.,They are pretty.
Están amarillos.,They are yellow.
Son amarillas.,They are yellow.
Cenaron.,They ate supper.
Ellos cenaron.,They ate supper.
Ellas cenaron.,They ate supper.
Pueden cambiar.,They can change.
Me dieron gato por liebre.,They cheated me.
Me engañaron.,They cheated me.
Ellos no ayudan.,They don't help.
Ellos beben Coca-cola.,They drink coke.
Ellos te temían.,They feared you.
Ellos me saludaron.,They greeted me.
Ellos se tomaron de la mano.,They held hands.
Ellos ayudaron a Tom.,They helped Tom.
Ellas ayudaron a Tom.,They helped Tom.
Me ignoraron.,They ignored me.
Ellos viven separados.,They live apart.
Viven allá.,They live there.
Ellos viven allí.,They live there.
Se ven estupendos.,They look great.
Están estupendos.,They look great.
Parecen felices.,They look happy.
Se ven felices.,They look happy.
Se ven contentos.,They look happy.
Parecen contentas.,They look happy.
Lo hicieron con buena intención.,They meant well.
Lo hicieron de buena fe.,They meant well.
Necesitan dinero.,They need money.
Ellos nunca vinieron.,They never came.
Se desmayaron.,They passed out.
Ellos se ven felices.,They seem happy.
Parecen felices.,They seem happy.
Me ataron.,They tied me up.
Lo entendieron.,They understood.
Ellos fueron ahí.,They went there.
Ellos estaban borrachos.,They were drunk.
Ellos tuvieron suerte.,They were lucky.
Estaban listos.,They were ready.
Estaban equivocados.,They were wrong.
Ellos estaban equivocados.,They were wrong.
Estaban equivocadas.,They were wrong.
Ellas estaban equivocadas.,They were wrong.
No se quedarán.,They won't stay.
Estarán estupendamente.,They'll be fine.
Estarán perfectamente.,They'll be fine.
Me matarán.,They'll kill me.
Les gustará.,They'll like it.
Responderán.,They'll respond.
Ellos son rusos.,They're Russian.
Ellas son rusas.,They're Russian.
Están discutiendo.,They're arguing.
Son correctos.,They're correct.
Son primos.,They're cousins.
Están bailando.,They're dancing.
Son amigos.,They're friends.
Son becarios.,They're interns.
Están en prácticas.,They're interns.
Están celosos.,They're jealous.
Están inquietos.,They're jittery.
Están nerviosos.,They're jittery.
Están casados.,They're married.
Son hermanas.,They're sisters.
Son especiales.,They're special.
Están hablando.,They're talking.
Están charlando.,They're talking.
Ellos están atrapados.,They're trapped.
Están esperando.,They're waiting.
Están aguardando.,They're waiting.
Ellas están conmigo.,They're with me.
Están conmigo.,They're with me.
Ellos están conmigo.,They're with me.
Están trabajando.,They're working.
Están preocupados.,They're worried.
Las cosas van bien.,Things are fine.
Las cosas están bien.,Things are fine.
Este libro es nuevo.,This book's new.
Ése es su coche.,This car is his.
Este perro es grande.,This dog is big.
Esto es una farsa.,This is a farce.
Este es el hotel.,This is a hotel.
Esto es un hotel.,This is a hotel.
Es un hotel.,This is a hotel.
Es correcto.,This is correct.
Es para ti.,This is for you.
Esto es para ti.,This is for you.
Eso es basura.,This is garbage.
Este es su bolígrafo.,This is her pen.
Esto es inmoral.,This is immoral.
Esto es mahjongg.,This is mahjong.
Esto es el mahjong.,This is mahjong.
Este es mi libro.,This is my book.
Este libro es mío.,This is my book.
Este es mi escritorio.,This is my desk.
Esta es mi muñeca.,This is my doll.
Es mi destino.,This is my fate.
Esta es mi casa.,This is my home.
Esta es mi vida.,This is my life.
Este es mi plan.,This is my plan.
Este es mi cuarto.,This is my room.
Este es mi asiento.,This is my seat.
Este es mi lugar.,This is my spot.
Este es mi sitio.,This is my spot.
Ella es mi esposa.,This is my wife.
Este es mi vino.,This is my wine.
Esto no es bueno.,This is no good.
Esto no es ninguna broma.,This is no joke.
Esto es obsceno.,This is obscene.
Este es nuestro carro.,This is our car.
Esto es perfecto.,This is perfect.
Esto es tan chévere.,This is so cool.
Es tan genial.,This is so cool.
Esto es tan estúpido.,This is so dumb.
Esto es tan fácil.,This is so easy.
Esto está tan bueno.,This is so good.
Esto es especial.,This is special.
¡Esto es un suicidio!,This is suicide!
Este es el niño.,This is the boy.
Este es el muchacho.,This is the boy.
Esto es el final.,This is the end.
Este es el fin.,This is the end.
Esto es demasiado grande.,This is too big.
Esto no es justo.,This isn't fair.
Esto no es mío.,This isn't mine.
Esto se ve bien.,This looks good.
Esto va bien.,This looks good.
Esto pinta bien.,This looks good.
Esto me agrada.,This pleases me.
Esto no va a funcionar.,This won't work.
Aquellos son de Tom.,Those are Tom's.
Esos son regalos.,Those are gifts.
Tíraselo a Tom.,Throw it to Tom.
Tírasela a Tom.,Throw it to Tom.
Es hora de comer.,Time for dinner.
Es hora de cenar.,Time for dinner.
El tiempo es limitado.,Time is limited.
Son tiempos duros.,Times are tough.
Los tiempos eran duros.,Times were hard.
A cada uno lo suyo.,To each his own.
A cada cual lo que se merece.,To each his own.
Errar es humano.,To err is human.
Hoy es viernes.,Today is Friday.
Hoy es lunes.,Today is Monday.
Tom aceleró.,Tom accelerated.
Tom adora a Mary.,Tom adores Mary.
Tom ya comió.,Tom already ate.
Tom volvió a preguntar.,Tom asked again.
Tom no comió nada.,Tom ate nothing.
Tom comió rápidamente.,Tom ate quickly.
Tom comió quedito.,Tom ate quietly.
Tom horneó pan.,Tom baked bread.
Tom me cree.,Tom believes me.
Tom me traicionó.,Tom betrayed me.
Tom nos traicionó.,Tom betrayed us.
Tom responsabilizó a Mary.,Tom blamed Mary.
Tom llamó a Mary.,Tom called Mary.
Tom se vino en auto.,Tom came by car.
Tom vino en auto.,Tom came by car.
Tom vino en coche.,Tom came by car.
Tom se acercó.,Tom came closer.
Tom no puede hablar.,Tom can't speak.
Tom pilló a Mary.,Tom caught Mary.
Tom persiguió a Mary.,Tom chased Mary.
Tom asfixió a Mary.,Tom choked Mary.
Tom fue el que ayudó.,Tom contributed.
Tom fue el que contribuyó.,Tom contributed.
Tom lloró mucho.,Tom cried a lot.
Tom no lloró.,Tom did not cry.
Tom murió el lunes.,Tom died Monday.
Tom murió en la cama.,Tom died in bed.
Tom desapareció.,Tom disappeared.
Tom me da asco.,Tom disgusts me.
Tom abandonó a Mary.,Tom dumped Mary.
Tom exageró.,Tom exaggerated.
Tom exagera.,Tom exaggerates.
Tom se cayó dormido.,Tom fell asleep.
Tom se durmió.,Tom fell asleep.
Tom se sintió culpable.,Tom felt guilty.
Tom se sintió hambriento.,Tom felt hungry.
Tom se sintió solo.,Tom felt lonely.
Tom disparó primero.,Tom fired first.
Tom nos siguió.,Tom followed us.
Tom engañó a Mary.,Tom fooled Mary.
Tom obtuvo un aumento.,Tom got a raise.
Tom se emocionó.,Tom got excited.
Tom se salió con la suya.,Tom got his way.
Tom se casó.,Tom got married.
Tom se puso nervioso.,Tom got nervous.
Tom recibió un disparo.,Tom got shot at.
Tom no tenía nada.,Tom had nothing.
Tom tiene tos.,Tom has a cough.
Tom tiene un caballo.,Tom has a horse.
Tom tiene una corazonada.,Tom has a hunch.
Tom tiene un piano.,Tom has a piano.
Tom tiene un rancho.,Tom has a ranch.
Tom tiene hipo.,Tom has hiccups.
Tom tiene mis llaves.,Tom has my keys.
Tom tiene la llave.,Tom has the key.
Tom se debe quedar.,Tom has to stay.
Tom ayudó a Mary.,Tom helped Mary.
Tom abrazó a Mary.,Tom hugged Mary.
Tom es canadiense.,Tom is Canadian.
Tom es musulmán.,Tom is a Muslim.
Tomás es banquero.,Tom is a banker.
Tom es un cyborg.,Tom is a cyborg.
Tom es un amigo.,Tom is a friend.
Tom es golfista.,Tom is a golfer.
Tom es abogado.,Tom is a lawyer.
Tom es una leyenda.,Tom is a legend.
Tom es un maníaco.,Tom is a maniac.
Tom es cura.,Tom is a priest.
Tomás es un racista.,Tom is a racist.
Tomás es racista.,Tom is a racist.
Tom es escritor.,Tom is a writer.
Tom es adulto.,Tom is an adult.
Tom es anoréxico.,Tom is anorexic.
Tom es arrogante.,Tom is arrogant.
Tom es autista.,Tom is autistic.
Tom está sangrando.,Tom is bleeding.
Tomás está confundido.,Tom is confused.
Tom está tosiendo.,Tom is coughing.
Tom es creativo.,Tom is creative.
Tom está chiflado.,Tom is deranged.
Tom es divorciado.,Tom is divorced.
Tomás es desconfiado.,Tom is doubtful.
Tom está soñando.,Tom is dreaming.
¡Tom se está ahogando!,Tom is drowning!
Tom se está ahogando.,Tom is drowning.
Tom es amistoso.,Tom is friendly.
Tom es guapo.,Tom is handsome.
Tom está en la corte,Tom is in court.
Tom ha entrado en shock.,Tom is in shock.
Tom ha entrado en pánico.,Tom is in shock.
Tom es inseguro.,Tom is insecure.
Tom es insolente.,Tom is insolent.
Tom está inspirado.,Tom is inspired.
Tom está implicado.,Tom is involved.
Tom se está riendo.,Tom is laughing.
Tom está aprendiendo.,Tom is learning.
Tom es agradable.,Tom is likeable.
Tom es simpático.,Tom is likeable.
Tom es mi socio.,Tom is my buddy.
Tom es mi enemigo.,Tom is my enemy.
Tom es mi invitado.,Tom is my guest.
Tom es nuevo aquí.,Tom is new here.
Tom no es un ángel.,Tom is no angel.
Tom no es ningún ángel.,Tom is no angel.
Tom no ha muerto.,Tom is not dead.
Tom no es tonto.,Tom is not dumb.
Tom es nuestro héroe.,Tom is our hero.
Tom es patético.,Tom is pathetic.
Tom es perverso.,Tom is perverse.
Tom es puntual.,Tom is punctual.
Tom está atarantado.,Tom is restless.
Tom es romántico.,Tom is romantic.
Tom está hablando.,Tom is speaking.
Tom está estudiando.,Tom is studying.
Tom está sudando.,Tom is sweating.
Tom está pensando.,Tom is thinking.
Tom es meticuloso.,Tom is thorough.
Tom está emocionado.,Tom is thrilled.
Tom es muy ruidoso.,Tom is too loud.
Tom está entrenando.,Tom is training.
Tom es muy viejo.,Tom is very old.
Tom está muy triste.,Tom is very sad.
Tom no está mintiendo.,Tom isn't lying.
Tom no es ingenuo.,Tom isn't naive.
Tom no está listo.,Tom isn't ready.
Tom pateó a Mary.,Tom kicked Mary.
Tom le dio una patada a Mary.,Tom kicked Mary.
Tom mató a Mary.,Tom killed Mary.
Tom besó a Mary.,Tom kissed Mary.
Tomás se fue de Boston.,Tom left Boston.
Tom dejó ir a Mary.,Tom let Mary go.
Tom dejó entrar a Mary.,Tom let Mary in.
Tom me defraudó.,Tom let me down.
Tom te ha mentido.,Tom lied to you.
Tom te mintió.,Tom lied to you.
A Tom le gustan los frijoles.,Tom likes beans.
A Tom le gustan los juegos.,Tom likes games.
A Tom le gusta el dinero.,Tom likes money.
Tom vivía ahí.,Tom lived there.
Tom parece estar enojado.,Tom looks angry.
Tom se ve aburrido.,Tom looks bored.
Tom parece borracho.,Tom looks drunk.
Tom se ve contento.,Tom looks perky.
Tom parece tenso.,Tom looks tense.
Tom se ve cansado.,Tom looks tired.
Tom parece cansado.,Tom looks tired.
Tom se ve totalmente fatigado.,Tom looks weary.
Tom se ve joven.,Tom looks young.
Tom luce joven.,Tom looks young.
Tom parece joven.,Tom looks young.
Tom puede estar lastimado.,Tom may be hurt.
Tom se pudo haber hecho daño.,Tom may be hurt.
Tom quizás podría desfallecer.,Tom might faint.
Tom podría desmayarse.,Tom might faint.
Tom engañó a Mary.,Tom misled Mary.
Tom confundió a Mary.,Tom misled Mary.
Tom echó de menos a Mary.,Tom missed Mary.
Tomás echa de menos a María.,Tom misses Mary.
Tom necesitaba a Mary.,Tom needed Mary.
Tom necesitaba ayuda.,Tom needed help.
Tomás necesita un taxi.,Tom needs a cab.
Tom necesita un trabajo.,Tom needs a job.
Tom necesita dinero.,Tom needs money.
Tom nunca bromea.,Tom never jokes.
Tom achuchó a Mary.,Tom nudged Mary.
Tom obedeció a Mary.,Tom obeyed Mary.
Tom telefoneó a Mary.,Tom phoned Mary.
Tom se apiadó de Mary.,Tom pitied Mary.
Tom cantó suavemente.,Tom sang softly.
Tom cantó de manera suave.,Tom sang softly.
Tom estaba sentado leyendo.,Tom sat reading.
Tom vio a un fantasma.,Tom saw a ghost.
Tom miró un ratón.,Tom saw a mouse.
Tomás parecía perdido.,Tom seemed lost.
Tom parecía agradable.,Tom seemed nice.
Tom se ve feliz.,Tom seems happy.
Tomás parece ingenuo.,Tom seems naive.
Tom ve cosas.,Tom sees things.
Tom abatió un ciervo.,Tom shot a deer.
Tom habla rápido.,Tom speaks fast.
Tom robó un coche.,Tom stole a car.
Tom provocaba a Mary.,Tom teased Mary.
Tom envió un mensaje a Mary.,Tom texted Mary.
Tom cogió mi coche.,Tom took my car.
Tom confía en Mary.,Tom trusts Mary.
Tomás entiende.,Tom understands.
Tom caminó a casa.,Tom walked home.
Tom quería a Mary.,Tom wanted Mary.
Tom quiere plata.,Tom wants money.
Tom quiere ir.,Tom wants to go.
Tom advirtió a Mary.,Tom warned Mary.
Tom era un borracho.,Tom was a drunk.
Tom era un enfermero.,Tom was a nurse.
Tom fue adoptado.,Tom was adopted.
Tom fue gracioso.,Tom was amusing.
Tom estaba desorientado.,Tom was baffled.
Tom recibió una paliza.,Tom was beat up.
Tom fue artero.,Tom was devious.
Tom estaba emocionado.,Tom was excited.
Tom era mi héroe.,Tom was my hero.
Tom estaba impactado.,Tom was shocked.
Tom estaba pasmado.,Tom was shocked.
Tom estaba cantando.,Tom was singing.
Tomás estaba fumando.,Tom was smoking.
Tom estaba tan ocupado.,Tom was so busy.
Tom estaba atrapado.,Tom was trapped.
Tom estaba con nosotros.,Tom was with us.
Tom estaba trabajando.,Tom was working.
Tom no estaba calvo.,Tom wasn't bald.
Tom no estaba seguro.,Tom wasn't sure.
Tomás se fue a la cama.,Tom went to bed.
Tomás se acostó.,Tom went to bed.
Tom va a cambiar.,Tom will change.
Tom ganó la apuesta.,Tom won the bet.
Tom no cederá.,Tom won't budge.
Tom trabaja allí.,Tom works there.
Tom escribe bien.,Tom writes well.
Tom lo averiguará.,Tom'll find out.
Tom recordará.,Tom'll remember.
Tom está consciente.,Tom's conscious.
Tom es peligroso.,Tom's dangerous.
Tom está escuchando.,Tom's listening.
Tom es mi primo.,Tom's my cousin.
Tom es mi amigo.,Tom's my friend.
"¡Tom, ten cuidado!","Tom, be careful!"
La confianza se gana.,Trust is earned.
Intenta no bostezar.,Try not to yawn.
Apaga la televisión.,Turn off the TV.
Apagad la televisión.,Turn off the TV.
Encienda usted el gas.,Turn on the gas.
Destraba la puerta.,Unlock the door.
Espera un segundo.,Wait one second.
Esperad un segundo.,Wait one second.
Esperen un segundo.,Wait one second.
Espera justo aquí.,Wait right here.
Lavá todo.,Wash everything.
Lava todo.,Wash everything.
Lavá los platos.,Wash the dishes.
Lávate las manos.,Wash your hands.
Mira y aprende.,Watch and learn.
Mira cuidadosamente.,Watch carefully.
Mirá cuidadosamente.,Watch carefully.
Mira por donde caminas.,Watch your step.
Cuidado con los dedos de los pies.,Watch your toes.
Todos te odiamos.,We all hate you.
A todos nos agrada él.,We all like him.
Todos amamos a Tom.,We all love Tom.
Somos hermanos.,We are brothers.
Nosotros somos sus hijos.,We are his sons.
Somos tan felices.,We are so happy.
Estamos tan felices.,We are so happy.
Somos profesores.,We are teachers.
Somos maestros.,We are teachers.
Somos los mejores.,We are the best.
No estamos solos.,We aren't alone.
No estamos solas.,We aren't alone.
Arrestamos a Tom.,We arrested Tom.
Comimos juntos.,We ate together.
Los dos nos reímos.,We both laughed.
Las dos nos reímos.,We both laughed.
Podemos ayudar a Tom.,We can help Tom.
Podemos ayudarte.,We can help you.
Podemos ayudarlos.,We can help you.
Nosotros podemos pagar en metálico.,We can pay cash.
Cerramos temprano.,We closed early.
Contamos con ustedes.,We count on you.
Nosotros no lo hicimos.,We didn't do it.
Comemos pescado crudo.,We eat fish raw.
Tenemos visita.,We have a guest.
No tenemos tiempo.,We have no time.
No tenemos nada.,We have nothing.
No nos falta de nada.,We lack nothing.
No nos falta nada.,We lack nothing.
Salimos a las dos y media.,We left at 2:30.
Nos gusta conversar.,We like to talk.
Nos encanta esta zona.,We love it here.
Nos encanta estar aquí.,We love it here.
Nos encantan los picnics.,We love picnics.
Le hicimos llorar.,We made him cry.
Hicimos waffles.,We made waffles.
Hicimos gofres.,We made waffles.
Conocimos un escritor.,We met a writer.
Deberíamos ganar.,We ought to win.
Le pagamos bien a Tom.,We pay Tom well.
Nosotros cantamos para ella.,We sang for her.
Compartimos ideas.,We shared ideas.
Deberíamos irnos.,We should leave.
Hablamos francés.,We speak French.
Estudiamos francés.,We study French.
Andamos mucho.,We walked a lot.
Lo queremos de vuelta.,We want it back.
Queremos justicia.,We want justice.
Queremos ayudar.,We want to help.
Queremos saber.,We want to know.
Queremos hablar.,We want to talk.
Queremos votar.,We want to vote.
Fuimos a Gifu.,We went to Gifu.
Éramos amigos.,We were friends.
Estábamos hablando.,We were talking.
Estábamos preocupados.,We were worried.
Seremos asesinados.,We'll be killed.
Pronto lo vamos a saber.,We'll know soon.
Nos vamos a quedar acá.,We'll stay here.
Los detendremos.,We'll stop them.
Te visitaremos.,We'll visit you.
Vamos a esperar acá.,We'll wait here.
Somos canadienses.,We're Canadians.
Nos estamos muriendo.,We're all dying.
Nos estamos muriendo todos.,We're all dying.
Todos nosotros somos felices.,We're all happy.
Estamos todos cansados.,We're all tired.
Estamos disponibles.,We're available.
Los dos estamos bien.,We're both fine.
Los dos somos ricos.,We're both rich.
Estamos seguros.,We're confident.
Somos simpáticos.,We're easygoing.
Somos cordiales.,We're easygoing.
Vamos a salir.,We're going out.
Nosotros salimos.,We're going out.
Somos imparciales.,We're impartial.
Estamos en Boston.,We're in Boston.
Estamos a cargo.,We're in charge.
Estamos en peligro.,We're in danger.
Estamos intrigados.,We're intrigued.
Estamos escuchando.,We're listening.
Le estamos perdiendo.,We're losing it.
Somos recién casados.,We're newlyweds.
Estamos recién casados.,We're newlyweds.
No estamos locos.,We're not crazy.
No estamos locas.,We're not crazy.
Nosotros no vamos.,We're not going.
No vamos a ir.,We're not going.
No estamos listos.,We're not ready.
Somos objetivos.,We're objective.
Estamos organizados.,We're organized.
Somos prisioneros.,We're prisoners.
Estamos satisfechos.,We're satisfied.
Estamos separados.,We're separated.
Estamos demasiado cerca.,We're too close.
Estamos demasiado borrachos.,We're too drunk.
Estamos demasiado bebidos.,We're too drunk.
Hemos estado lejos.,We've been away.
Hemos venido a casa.,We've come home.
Hemos hecho eso.,We've done that.
Tenemos esos.,We've got these.
Los perdimos.,We've lost them.
Los hemos visto.,We've seen them.
Las hemos visto.,We've seen them.
"Bravo, amigos míos.","Well done, guys."
¿Estabas llorando?,Were you crying?
¿Estabais llorando?,Were you crying?
¡Qué desastre!,What a disaster!
¡Qué catástrofe!,What a disaster!
¡Qué perro más grande!,What a huge dog!
¡Pero qué enorme perro!,What a huge dog!
¡Qué tipo grosero!,What a rude man!
¡Qué sorpresa!,What a surprise!
¿Qué puedes hacer?,What can you do?
¿Qué sigue después?,What comes next?
¿Qué sigue a continuación?,What comes next?
¿Qué me perdí?,What did I miss?
¿Qué hizo Tom?,What did Tom do?
¿Qué dijo?,What did he say?
¿Qué hiciste?,What did you do?
¿Qué hacen ellos?,What do they do?
¿Qué falta?,What is missing?
¿Qué mató a Tom?,What killed Tom?
¿Qué hora es?,What time is it?
¿Qué fue robado?,What was stolen?
¿Qué año es?,What year is it?
¿En qué año estamos?,What year is it?
¿Cómo es Tom?,What's Tom like?
¿Qué es en peligro?,What's at stake?
¿Qué está pasando?,What's going on?
¿Qué pasa?,What's going on?
¿Qué hay?,What's going on?
¿Qué ocurrió?,What's happened?
¿Cómo se llama?,What's her name?
¿Cómo se llama?,What's his name?
¿Qué hay ahí?,What's in there?
¿De qué se trata?,What's it about?
¿Cómo se llama?,What's its name?
¿Cuál es mi premio?,What's my prize?
¿Qué es tan gracioso?,What's so funny?
¿Para qué sirve eso?,What's that for?
¿Para qué es eso?,What's that for?
¿Para qué vale eso?,What's that for?
¿Qué pasa?,What's the deal?
¿Cuál es el plan?,What's the plan?
¿Cuál es la norma?,What's the rule?
¿Cuál es la palabra?,What's the word?
¿Esto para qué sirve?,What's this for?
¿Para qué vale esto?,What's this for?
"¿Qué pasa, vale?","What's up, dude?"
¿Cuántos años tiene?,What's your age?
¿Qué es tu trabajo?,What's your job?
¿Cuándo podemos comer?,When can we eat?
¿Cuándo acabó?,When did it end?
¿Cuándo se acabó?,When did it end?
¿Cuándo terminó?,When did it end?
¿Cuándo correrás?,When do you run?
¿Adónde podemos ir?,Where can we go?
¿A dónde fue él?,Where did he go?
¿Dónde está Boston?,Where is Boston?
¿Dónde está mi coche?,Where is my car?
¿Dónde está mi auto?,Where is my car?
¿Dónde está Tom ahora?,Where's Tom now?
¿Dónde está mi libro?,Where's my book?
¿Dónde está mi bastón?,Where's my cane?
¿Dónde está mi peine?,Where's my comb?
¿Dónde está nuestro coche?,Where's our car?
¿Dónde está el auto?,Where's the car?
¿Dónde está el coche?,Where's the car?
¿Dónde está el gato?,Where's the cat?
¿Dónde está el mapa?,Where's the map?
¿Dónde está el zoológico?,Where's the zoo?
¿Dónde queda el zoológico?,Where's the zoo?
¿Cuáles son de Tom?,Which are Tom's?
¿Cuál llave es?,Which key is it?
¿Quién nos traicionó?,Who betrayed us?
¿Quien ayudó?,Who contributed?
¿Quién contribuyó?,Who contributed?
¿A quién viste?,Who did you see?
¿A quién amas?,Who do you love?
¿Quién tiene el arma?,Who has the gun?
¿Quién es ese individuo?,Who is that guy?
¿Quién es ese hombre?,Who is that man?
¿Quién es aquel hombre?,Who is that man?
¿Quién es este muchacho?,Who is this boy?
¿Quién es este chico?,Who is this boy?
¿A quién le gustan los frijoles?,Who likes beans?
¿Quién lo recibió?,Who received it?
¿Quién te enseña?,Who teaches you?
¿Quién quiere ir?,Who wants to go?
¿Quién está al mando?,Who's in charge?
¿Quién es esa chica?,Who's that girl?
¿Por qué estoy llorando?,Why am I crying?
¿Por qué estás enfadado?,Why are you mad?
¿Por qué estás enfadada?,Why are you mad?
¿Por qué estáis enfadados?,Why are you mad?
¿Por qué estáis enfadadas?,Why are you mad?
¿Por qué estás triste?,Why are you sad?
